,age,education-num,capital-gain,hours-per-week,marital-status_ Divorced,marital-status_ Married-AF-spouse,marital-status_ Married-civ-spouse,marital-status_ Married-spouse-absent,marital-status_ Never-married,marital-status_ Separated,marital-status_ Widowed,relationship_ Husband,relationship_ Not-in-family,relationship_ Other-relative,relationship_ Own-child,relationship_ Unmarried,relationship_ Wife,income
104,0.150684932,0.6,0.72181211,0.244897959,0,0,1,0,0,0,0,0,0,0,0,0,1,<=50K
105,0.260273973,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
106,0.493150685,0.266666667,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
107,0.534246575,0.6,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
108,0.438356164,0.666666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
109,0.520547945,0.6,0,0.56122449,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
110,0.068493151,0.533333333,0,0.408163265,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
111,0.054794521,0.6,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
112,0.315068493,0.8,0,0.602040816,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
113,0.178082192,0.8,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
114,0.164383562,0.8,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
115,0.02739726,0.6,0,0.346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
116,0.410958904,0.8,0,0.397959184,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
117,0.04109589,0.6,0,0.275510204,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
118,0.191780822,0.733333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
119,0.301369863,0.6,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
120,0.150684932,0.733333333,0,0.602040816,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
121,0.095890411,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
122,0.287671233,0.533333333,0.728433527,0.346938776,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
123,0.273972603,0.8,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
124,0.397260274,0.733333333,0,0.357142857,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
125,0.287671233,0.866666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
126,0.356164384,0.533333333,0,0.602040816,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
127,0.136986301,0.666666667,0,0.346938776,0,0,1,0,0,0,0,0,0,0,0,0,1,<=50K
128,0.04109589,0.6,0,0.193877551,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
129,0.438356164,0.6,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
130,0.602739726,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
131,0.136986301,0.6,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
132,0.02739726,0.6,0,0.295918367,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
133,0.383561644,0.666666667,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,>50K
134,0.726027397,0.6,0,0.397959184,0,0,0,0,1,0,0,0,0,1,0,0,0,<=50K
135,0.191780822,0.533333333,0,0.295918367,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
136,0.068493151,0.6,0,0.234693878,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
137,0.260273973,0.533333333,0,0.234693878,0,0,0,0,0,0,1,0,0,0,0,1,0,<=50K
138,0.643835616,0.4,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
139,0.410958904,0.6,0,0.37755102,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
140,0.232876712,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
141,0.219178082,0.8,0,0.397959184,0,0,0,0,1,0,0,0,0,1,0,0,0,<=50K
142,0.054794521,0.533333333,0,0.346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
143,0.424657534,0.533333333,0,0.459183673,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
144,0.082191781,0.8,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
145,0.739726027,0.6,0,0.010204082,0,0,0,0,0,1,0,0,0,0,0,1,0,<=50K
146,0.164383562,0.533333333,0,0.602040816,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
147,0.342465753,0.8,0,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,<=50K
148,0.109589041,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,0,1,0,<=50K
149,0.369863014,0.866666667,0,0.397959184,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
150,0.150684932,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
151,0.383561644,0.866666667,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
152,0.260273973,0.6,0,0.397959184,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
153,0.301369863,0.733333333,0,0.418367347,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
154,0.397260274,0.866666667,0,0.397959184,0,0,0,0,0,0,1,0,0,0,0,1,0,<=50K
155,0.01369863,0.4,0,0.153061224,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
156,0.671232877,0.666666667,0,0.193877551,0,0,0,0,0,0,1,0,1,0,0,0,0,<=50K
157,0.136986301,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
158,0.150684932,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
159,0.465753425,0.6,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
160,0.136986301,0.8,0,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
161,0.150684932,0.8,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
162,0.136986301,0.533333333,0,0.244897959,0,0,0,1,0,0,0,0,0,0,0,1,0,<=50K
163,0.054794521,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
164,0.232876712,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
165,0.01369863,0.533333333,0,0.112244898,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
166,0.219178082,0.8,0,0.653061224,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
167,0.369863014,0.6,0,0.37755102,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
168,0.356164384,0.6,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
169,0.178082192,0.6,0,0.448979592,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
170,0.315068493,0.2,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
171,0.273972603,0.6,0,0.418367347,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
172,0.232876712,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
173,0.328767123,0.8,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
174,0.191780822,0.866666667,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,<=50K
175,0.561643836,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
176,0.287671233,0.6,0,0.275510204,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
177,0.095890411,0.6,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
178,0.328767123,0.8,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
179,0.410958904,0.6,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
180,0.328767123,0.8,0,0.234693878,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
181,0.082191781,0.133333333,0,0.397959184,0,0,1,0,0,0,0,0,0,1,0,0,0,<=50K
182,0.260273973,0.6,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
183,0.315068493,0.866666667,0.82975137,0.551020408,0,0,0,0,1,0,0,0,1,0,0,0,0,>50K
184,0.246575342,0.866666667,0.772652673,0.397959184,0,0,1,0,0,0,0,0,0,1,0,0,0,>50K
185,0.095890411,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
186,0.123287671,0.866666667,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
187,0.465753425,0.8,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
188,0.342465753,0.6,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
189,0.273972603,0.533333333,0,0.346938776,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
190,0.01369863,0.4,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
191,0.260273973,0.8,0.772652673,0.357142857,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
192,0.246575342,0.533333333,0,0.602040816,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
193,0.561643836,0.533333333,0.835362896,0.346938776,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
194,0,0.4,0,0.112244898,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
195,0.369863014,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
196,0.273972603,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
197,0.246575342,0.6,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
198,0.589041096,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
199,0.506849315,0.2,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
200,0.273972603,0.8,0,0.602040816,0,0,0,0,1,0,0,0,1,0,0,0,0,>50K
201,0.452054795,0.733333333,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
202,0.287671233,0.8,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
203,0.383561644,0.8,0,0.551020408,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
204,0.109589041,0.333333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
205,0.191780822,0.6,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
206,1,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
207,0.506849315,0.533333333,0,0.193877551,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
208,0.493150685,0,0,0.346938776,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
209,0.01369863,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
210,0.671232877,0.533333333,0.629843823,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
211,0.794520548,0.666666667,0,0.193877551,0,0,0,0,0,0,1,0,1,0,0,0,0,<=50K
212,0.657534247,0.533333333,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
213,0.246575342,0.4,0.713051469,0.397959184,0,0,0,0,0,1,0,0,1,0,0,0,0,<=50K
214,0.328767123,0.533333333,0,0.37755102,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
215,0.109589041,0.6,0,0.418367347,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
216,0.219178082,0.6,0,0.397959184,1,0,0,0,0,0,0,0,0,1,0,0,0,<=50K
217,0.150684932,0.933333333,0,0.551020408,0,0,0,0,1,0,0,0,1,0,0,0,0,>50K
218,0.575342466,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
219,0.315068493,0.6,0,0.37755102,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
220,0.328767123,0.8,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
221,0.287671233,0.866666667,0,0.704081633,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
222,0.082191781,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
223,0.315068493,0.8,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
224,0.328767123,0.533333333,0,0.193877551,0,0,1,0,0,0,0,0,0,0,0,0,1,<=50K
225,0.095890411,0.733333333,0,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
226,0.287671233,0.6,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
227,0.561643836,0.533333333,0,0.448979592,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
228,0.205479452,0.533333333,0,0.336734694,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
229,0.315068493,0.733333333,0,0.602040816,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
230,0.328767123,0.933333333,0,0.397959184,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
231,0.342465753,0.8,0,0.397959184,0,0,1,0,0,0,0,0,0,0,0,0,1,<=50K
232,0.575342466,0.333333333,0,0.295918367,0,0,0,0,0,0,1,0,0,0,0,1,0,<=50K
233,0.02739726,0.6,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
234,0.561643836,0.6,0,0.193877551,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
235,0.342465753,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
236,0.04109589,0.533333333,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
237,0.205479452,0.533333333,0,0.295918367,0,0,0,0,0,1,0,0,1,0,0,0,0,<=50K
238,0.383561644,0.666666667,0,0.448979592,0,0,0,0,0,0,1,0,1,0,0,0,0,<=50K
239,0.452054795,0.2,0,0.397959184,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
240,0.260273973,0.8,0,0.397959184,1,0,0,0,0,0,0,0,0,0,1,0,0,<=50K
241,0.383561644,0.533333333,0,0.602040816,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
242,0,0.4,0,0.112244898,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
243,0.575342466,0.6,0.72181211,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
244,0.123287671,0.4,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
245,0.273972603,0.6,0,0.755102041,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
246,0.643835616,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
247,0.219178082,0.8,0,0.448979592,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
248,0.219178082,0.533333333,0,0.397959184,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
249,0.602739726,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
250,0,0.266666667,0.604732784,0.234693878,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
251,0.452054795,0.866666667,0.676331297,0.989795918,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
252,0.136986301,0.866666667,0,0.346938776,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
253,0.178082192,0.533333333,0,0.397959184,1,0,0,0,0,0,0,0,0,0,1,0,0,<=50K
254,0.356164384,0.533333333,0,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,<=50K
255,0.369863014,0.6,0.772652673,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
256,0.246575342,0.6,0,0.397959184,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
257,0.109589041,0.6,0,0.397959184,0,0,0,0,1,0,0,0,0,0,1,0,0,<=50K
258,0.095890411,0.6,0.772652673,0.479591837,0,0,1,0,0,0,0,0,0,0,0,0,1,>50K
259,0.068493151,0.8,0,0.142857143,0,0,0,0,1,0,0,0,1,0,0,0,0,<=50K
260,0.342465753,0.6,0.742849182,0.397959184,0,0,1,0,0,0,0,1,0,0,0,0,0,>50K
261,0.232876712,0.733333333,0,0.448979592,1,0,0,0,0,0,0,0,0,0,0,1,0,<=50K
262,0.589041096,0.8,0,0.418367347,1,0,0,0,0,0,0,0,1,0,0,0,0,<=50K
